   9809     AichiSR  BL5S1
 200911-Y2O3-1   20.09.11 09:12 - 20.09.11 09:13
                                                                                 
 Ring :   1.2 GeV   301.8 mA -  301.4 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle=  6.67855 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 3783
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1       16740.16  18140.16        0.37       0.01      3785
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  5552.300  9521.500  8214.200
   6.37228   6.37240    0.0143  14496848   4062039  21308686
   6.37214   6.37226    0.0143  14532048   4073139  21373486
   6.37200   6.37213    0.0143  14503948   4066709  21334586
   6.37186   6.37200    0.0143  14520348   4070489  21365086
   6.37172   6.37187    0.0143  14483348   4061859  21318086
   6.37158   6.37174    0.0143  14489948   4062549  21328986
   6.37144   6.37160    0.0143  14461648   4056819  21289986
   6.37131   6.37147    0.0143  14480248   4062239  21314186
   6.37117   6.37134    0.0143  14480148   4062549  21323186
   6.37103   6.37120    0.0143  14473148   4061169  21318286
   6.37089   6.37106    0.0143  14460048   4056439  21292186
   6.37075   6.37092    0.0143  14444548   4052719  21272786
   6.37061   6.37078    0.0143  14435148   4050269  21262986
   6.37047   6.37064    0.0143  14437048   4051839  21263386
   6.37033   6.37050    0.0143  14430048   4052849  21281686
   6.37019   6.37035    0.0143  14449748   4056439  21298186
   6.37006   6.37021    0.0143  14411248   4045789  21246786
   6.36992   6.37006    0.0143  14416848   4047429  21253386
   6.36978   6.36992    0.0143  14382348   4038989  21211986
   6.36964   6.36978    0.0143  14417948   4050519  21269286
   6.36950   6.36963    0.0143  14391548   4040499  21220686
   6.36936   6.36949    0.0143  14416748   4049129  21262586
   6.36922   6.36935    0.0143  14368448   4036409  21196786
   6.36908   6.36921    0.0143  14361448   4034959  21190386
   6.36894   6.36907    0.0143  14355348   4032499  21184486
   6.36881   6.36893    0.0143  14369148   4036789  21198886
   6.36867   6.36879    0.0143  14359748   4035589  21194386
   6.36853   6.36866    0.0143  14336148   4028469  21157086
   6.36839   6.36852    0.0143  14330848   4027209  21157886
   6.36825   6.36839    0.0143  14314448   4023869  21145486
   6.36811   6.36825    0.0143  14301848   4019779  21118286
   6.36797   6.36811    0.0143  14318648   4024499  21141886
   6.36783   6.36798    0.0143  14289748   4018139  21109386
   6.36769   6.36785    0.0143  14303448   4021409  21132586
   6.36756   6.36771    0.0143  14261548   4012029  21077986
   6.36742   6.36758    0.0143  14296548   4019019  21118886
   6.36728   6.36745    0.0143  14253648   4009569  21070886
   6.36714   6.36731    0.0143  14272948   4015679  21112386
   6.36700   6.36717    0.0143  14265648   4013659  21090986
   6.36686   6.36704    0.0143  14291248   4019329  21116686
   6.36672   6.36690    0.0143  14274948   4017889  21109786
   6.36658   6.36676    0.0143  14287448   4020719  21129886
   6.36644   6.36662    0.0143  14286048   4022229  21138986
   6.36631   6.36649    0.0143  14288148   4021099  21134886
   6.36617   6.36635    0.0143  14294348   4023559  21147186
   6.36603   6.36620    0.0143  14287948   4022669  21150186
   6.36589   6.36606    0.0143  14279048   4022359  21140686
   6.36575   6.36592    0.0143  14290248   4025319  21157986
   6.36561   6.36578    0.0143  14285148   4022989  21147386
   6.36547   6.36564    0.0143  14296048   4027709  21176586
   6.36533   6.36549    0.0143  14260448   4019079  21132386
   6.36519   6.36535    0.0143  14287748   4025379  21159186
   6.36506   6.36520    0.0143  14257048   4018769  21126686
   6.36492   6.36506    0.0143  14286248   4025449  21160786
   6.36478   6.36491    0.0143  14251848   4016939  21123286
   6.36464   6.36476    0.0143  14277548   4024499  21158486
   6.36450   6.36462    0.0143  14245548   4014609  21116486
   6.36436   6.36447    0.0143  14241948   4015179  21109886
   6.36422   6.36432    0.0143  14230348   4012909  21106486
   6.36408   6.36418    0.0143  14235948   4015179  21114486
   6.36394   6.36403    0.0143  14233248   4013919  21108486
   6.36381   6.36389    0.0143  14219948   4010699  21087286
   6.36367   6.36375    0.0143  14212948   4010009  21086186
   6.36353   6.36361    0.0143  14207548   4006919  21066486
   6.36339   6.36347    0.0143  14186448   4003959  21065786
   6.36325   6.36333    0.0143  14206748   4008689  21085686
   6.36311   6.36319    0.0143  14179448   4000809  21040386
   6.36297   6.36306    0.0143  14196848   4004529  21065986
   6.36283   6.36292    0.0143  14152148   3993879  21018786
   6.36269   6.36278    0.0143  14178248   4001439  21052186
   6.36256   6.36265    0.0143  14143048   3990419  20992386
   6.36242   6.36252    0.0143  14168848   3999869  21056386
   6.36228   6.36239    0.0143  14135148   3993059  21008386
   6.36214   6.36226    0.0143  14144548   3993819  21025286
   6.36200   6.36212    0.0143  14119648   3985499  20973486
   6.36186   6.36199    0.0143  14124048   3989719  20995086
   6.36172   6.36186    0.0143  14117748   3988899  20990086
   6.36158   6.36173    0.0143  14108448   3984999  20971886
   6.36144   6.36160    0.0143  14110848   3987519  20976886
   6.36131   6.36146    0.0143  14105148   3983929  20975086
   6.36117   6.36133    0.0143  14094448   3979709  20957786
   6.36103   6.36120    0.0143  14083448   3980209  20948286
   6.36089   6.36106    0.0143  14082348   3978449  20940386
   6.36075   6.36092    0.0143  14092448   3983049  20963386
   6.36061   6.36078    0.0143  14052448   3973159  20916286
   6.36047   6.36064    0.0143  14083948   3979389  20949986
   6.36033   6.36050    0.0143  14042148   3969749  20898586
   6.36019   6.36035    0.0143  14064948   3975359  20926586
   6.36006   6.36021    0.0143  14025448   3964899  20880086
   6.35992   6.36006    0.0143  14046648   3970949  20915586
   6.35978   6.35992    0.0143  14018348   3964079  20872186
   6.35964   6.35977    0.0143  14014648   3962379  20864386
   6.35950   6.35963    0.0143  14004248   3960369  20858886
   6.35936   6.35949    0.0143  13998648   3959289  20854786
   6.35922   6.35935    0.0143  13994548   3958479  20846386
   6.35908   6.35921    0.0143  13984948   3955889  20840486
   6.35894   6.35907    0.0143  13972248   3952869  20825986
   6.35881   6.35893    0.0143  13962848   3949719  20809586
   6.35867   6.35880    0.0143  13955348   3949209  20795786
   6.35853   6.35866    0.0143  13974348   3953059  20826586
   6.35839   6.35853    0.0143  13940048   3945499  20781986
   6.35825   6.35839    0.0143  13959448   3951099  20813386
   6.35811   6.35826    0.0143  13938748   3945499  20780686
   6.35797   6.35812    0.0143  13966448   3955069  20832186
   6.35783   6.35799    0.0143  13938448   3946129  20794186
   6.35769   6.35786    0.0143  13983448   3958979  20857186
   6.35756   6.35773    0.0143  13959848   3952489  20827586
   6.35742   6.35759    0.0143  13966748   3955579  20833986
   6.35728   6.35746    0.0143  13948348   3949339  20795486
   6.35714   6.35732    0.0143  13960348   3953619  20835186
   6.35700   6.35719    0.0143  13959648   3953249  20834586
   6.35686   6.35705    0.0143  13954848   3952299  20827186
   6.35672   6.35692    0.0143  13964948   3954759  20845086
   6.35658   6.35678    0.0143  13949448   3951669  20826786
   6.35644   6.35664    0.0143  13929148   3945429  20792986
   6.35631   6.35650    0.0143  13935448   3947699  20800886
   6.35617   6.35636    0.0143  13920848   3946509  20798286
   6.35603   6.35622    0.0143  13950048   3952429  20836786
   6.35589   6.35609    0.0143  13913348   3943099  20797786
   6.35575   6.35594    0.0143  13938048   3948959  20821086
   6.35561   6.35580    0.0143  13898848   3936489  20754486
   6.35547   6.35566    0.0143  13910348   3940209  20773586
   6.35533   6.35552    0.0143  13873948   3933529  20743486
   6.35519   6.35537    0.0143  13907048   3942469  20777186
   6.35506   6.35523    0.0143  13879748   3934539  20736986
   6.35492   6.35508    0.0143  13870948   3934469  20746886
   6.35478   6.35494    0.0143  13864648   3929879  20727386
   6.35464   6.35479    0.0143  13855348   3928869  20710586
   6.35450   6.35464    0.0143  13839448   3925779  20704086
   6.35436   6.35449    0.0143  13850748   3929179  20714586
   6.35422   6.35435    0.0143  13849348   3927289  20714286
   6.35408   6.35421    0.0143  13835548   3922569  20691886
   6.35394   6.35406    0.0143  13806748   3915819  20653886
   6.35381   6.35392    0.0143  13820148   3918529  20669686
   6.35367   6.35378    0.0143  13785648   3911729  20633486
   6.35353   6.35364    0.0143  13808548   3918339  20664886
   6.35339   6.35350    0.0143  13792648   3912619  20641786
   6.35325   6.35336    0.0143  13806748   3917079  20665386
   6.35311   6.35322    0.0143  13756648   3900639  20584186
   6.35297   6.35309    0.0143  13784148   3911349  20637886
   6.35283   6.35295    0.0143  13762148   3903789  20596186
   6.35269   6.35282    0.0143  13771448   3908519  20623386
   6.35256   6.35268    0.0143  13755048   3903289  20601486
   6.35242   6.35255    0.0143  13753748   3903789  20598586
   6.35228   6.35242    0.0143  13735948   3898309  20562486
   6.35214   6.35229    0.0143  13721948   3895409  20556786
   6.35200   6.35216    0.0143  13730248   3896919  20566486
   6.35186   6.35203    0.0143  13727748   3896359  20568686
   6.35172   6.35190    0.0143  13714548   3894589  20559586
   6.35158   6.35177    0.0143  13722148   3893769  20561486
   6.35144   6.35163    0.0143  13693448   3885769  20524186
   6.35131   6.35150    0.0143  13693448   3888359  20527386
   6.35117   6.35137    0.0143  13659148   3880169  20482886
   6.35103   6.35123    0.0143  13703048   3891069  20550186
   6.35089   6.35110    0.0143  13654148   3877019  20478686
   6.35075   6.35096    0.0143  13664548   3880919  20491586
   6.35061   6.35082    0.0143  13636448   3872479  20448486
   6.35047   6.35068    0.0143  13645548   3875449  20467586
   6.35033   6.35054    0.0143  13622848   3868699  20429386
   6.35019   6.35040    0.0143  13640848   3874809  20466286
   6.35006   6.35025    0.0143  13627448   3871659  20450986
   6.34992   6.35011    0.0143  13610248   3866679  20428986
   6.34978   6.34996    0.0143  13600648   3864349  20413986
   6.34964   6.34982    0.0143  13602948   3865119  20417286
   6.34950   6.34968    0.0143  13611648   3868069  20434886
   6.34936   6.34954    0.0143  13615048   3868259  20436886
   6.34922   6.34939    0.0143  13605448   3866679  20425486
   6.34908   6.34925    0.0143  13624748   3872169  20455886
   6.34894   6.34912    0.0143  13590048   3863979  20413686
   6.34881   6.34898    0.0143  13638548   3875759  20474886
   6.34867   6.34884    0.0143  13606648   3869139  20445786
   6.34853   6.34870    0.0143  13644048   3877899  20490886
   6.34839   6.34857    0.0143  13589648   3863089  20414886
   6.34825   6.34844    0.0143  13630748   3874759  20474986
   6.34811   6.34830    0.0143  13600348   3866119  20433086
   6.34797   6.34817    0.0143  13615548   3870649  20469886
   6.34783   6.34803    0.0143  13603248   3867499  20446086
   6.34769   6.34790    0.0143  13592648   3866239  20437486
   6.34756   6.34776    0.0143  13587848   3863089  20418086
   6.34742   6.34763    0.0143  13576648   3861149  20421586
   6.34728   6.34750    0.0143  13583348   3863089  20423886
   6.34714   6.34736    0.0143  13579448   3863529  20425886
   6.34700   6.34723    0.0143  13561348   3857549  20400786
   6.34686   6.34709    0.0143  13576448   3861389  20424186
   6.34672   6.34695    0.0143  13541848   3852639  20373186
   6.34658   6.34681    0.0143  13554248   3856099  20392286
   6.34644   6.34667    0.0143  13527848   3849039  20353686
   6.34631   6.34653    0.0143  13561148   3858809  20406786
   6.34617   6.34639    0.0143  13512248   3843749  20331786
   6.34603   6.34625    0.0143  13527548   3849559  20356986
   6.34589   6.34611    0.0143  13495348   3839909  20315586
   6.34575   6.34597    0.0143  13528548   3849989  20359986
   6.34561   6.34583    0.0143  13490248   3839849  20308186
   6.34547   6.34569    0.0143  13506248   3843879  20340886
   6.34533   6.34554    0.0143  13488948   3838969  20311786
   6.34519   6.34540    0.0143  13480448   3835499  20294086
   6.34506   6.34525    0.0143  13466048   3833359  20280786
   6.34492   6.34510    0.0143  13468548   3833859  20284186
   6.34478   6.34495    0.0143  13454248   3829699  20269986
   6.34464   6.34481    0.0143  13453748   3831719  20277986
   6.34450   6.34466    0.0143  13440448   3827069  20254786
   6.34436   6.34451    0.0143  13449648   3830139  20269086
   6.34422   6.34437    0.0143  13408748   3819119  20207786
   6.34408   6.34422    0.0143  13445748   3829509  20259386
   6.34394   6.34408    0.0143  13409648   3820249  20219286
   6.34381   6.34393    0.0143  13436848   3827699  20258786
   6.34367   6.34379    0.0143  13396848   3816469  20194986
   6.34353   6.34365    0.0143  13422648   3823469  20236086
   6.34339   6.34351    0.0143  13386848   3812879  20178986
   6.34325   6.34337    0.0143  13391548   3814839  20197686
   6.34311   6.34323    0.0143  13391048   3815099  20195886
   6.34297   6.34309    0.0143  13392548   3815529  20203386
   6.34283   6.34296    0.0143  13374448   3810299  20175386
   6.34269   6.34282    0.0143  13361648   3809609  20164886
   6.34256   6.34269    0.0143  13368148   3810799  20177486
   6.34242   6.34256    0.0143  13364348   3809619  20165986
   6.34228   6.34242    0.0143  13344448   3804439  20137086
   6.34214   6.34229    0.0143  13359248   3808409  20169686
   6.34200   6.34216    0.0143  13325848   3798899  20116786
   6.34186   6.34202    0.0143  13327448   3801479  20122786
   6.34172   6.34189    0.0143  13309748   3793859  20091286
   6.34158   6.34176    0.0143  13336848   3803759  20148886
   6.34144   6.34163    0.0143  13289248   3788309  20076686
   6.34131   6.34150    0.0143  13320848   3799019  20124786
   6.34117   6.34136    0.0143  13295548   3792909  20091486
   6.34103   6.34123    0.0143  13306648   3794109  20108286
   6.34089   6.34109    0.0143  13282748   3788009  20069686
   6.34075   6.34095    0.0143  13306748   3796499  20102986
   6.34061   6.34081    0.0143  13305848   3795999  20110786
   6.34047   6.34067    0.0143  13305648   3796249  20113386
   6.34033   6.34052    0.0143  13314848   3798709  20125486
   6.34019   6.34038    0.0143  13309948   3798469  20132886
   6.34006   6.34023    0.0143  13301948   3797319  20120886
   6.33992   6.34009    0.0143  13310848   3798269  20139086
   6.33978   6.33994    0.0143  13308248   3799719  20131186
   6.33964   6.33980    0.0143  13332748   3805199  20164686
   6.33950   6.33966    0.0143  13299048   3797399  20119186
   6.33936   6.33951    0.0143  13336848   3807719  20179486
   6.33922   6.33937    0.0143  13293348   3796379  20131286
   6.33908   6.33923    0.0143  13316348   3802739  20151686
   6.33894   6.33909    0.0143  13289248   3796819  20120286
   6.33881   6.33895    0.0143  13319748   3803619  20160786
   6.33867   6.33881    0.0143  13294548   3796259  20129986
   6.33853   6.33868    0.0143  13300048   3799019  20135886
   6.33839   6.33854    0.0143  13303448   3800279  20145686
   6.33825   6.33841    0.0143  13298448   3799459  20139286
   6.33811   6.33828    0.0143  13288848   3795809  20123486
   6.33797   6.33814    0.0143  13284248   3794999  20123686
   6.33783   6.33801    0.0143  13281948   3795679  20134086
   6.33769   6.33787    0.0143  13285048   3795049  20119986
   6.33756   6.33774    0.0143  13278248   3793479  20122286
   6.33742   6.33761    0.0143  13279748   3797009  20139686
   6.33728   6.33747    0.0143  13247048   3787319  20096386
   6.33714   6.33734    0.0143  13261948   3791969  20106786
   6.33700   6.33720    0.0143  13244448   3786299  20084686
   6.33686   6.33707    0.0143  13280748   3795809  20132686
   6.33672   6.33693    0.0143  13233648   3784849  20073286
   6.33658   6.33679    0.0143  13259548   3791599  20113886
   6.33644   6.33665    0.0143  13228948   3785099  20065986
   6.33631   6.33651    0.0143  13236448   3785159  20085886
   6.33617   6.33637    0.0143  13231648   3785349  20073286
   6.33603   6.33623    0.0143  13250148   3790269  20111286
   6.33589   6.33610    0.0143  13240048   3785859  20086686
   6.33575   6.33595    0.0143  13214848   3781019  20062886
   6.33561   6.33581    0.0143  13207848   3779739  20053686
   6.33547   6.33567    0.0143  13209348   3780879  20058986
   6.33533   6.33553    0.0143  13203548   3778419  20048886
   6.33519   6.33538    0.0143  13227748   3784779  20084486
   6.33506   6.33523    0.0143  13207948   3779949  20058386
   6.33492   6.33509    0.0143  13211048   3782199  20063186
   6.33478   6.33494    0.0143  13170348   3770609  20010786
   6.33464   6.33480    0.0143  13215548   3782139  20066686
   6.33450   6.33465    0.0143  13173848   3774009  20023886
   6.33436   6.33450    0.0143  13198648   3778939  20063586
   6.33422   6.33435    0.0143  13159848   3768719  20007286
   6.33408   6.33421    0.0143  13183148   3775839  20036386
   6.33394   6.33407    0.0143  13146948   3765569  19984486
   6.33381   6.33392    0.0143  13164148   3769659  20006086
   6.33367   6.33378    0.0143  13154848   3766339  19994986
   6.33353   6.33364    0.0143  13147848   3764689  19986186
   6.33339   6.33350    0.0143  13127648   3760589  19964186
   6.33325   6.33336    0.0143  13132148   3761729  19976786
   6.33311   6.33323    0.0143  13113048   3758889  19959886
   6.33297   6.33309    0.0143  13098748   3754989  19940886
   6.33283   6.33295    0.0143  13095648   3753739  19933586
   6.33269   6.33282    0.0143  13109448   3756059  19942686
   6.33256   6.33269    0.0143  13069148   3745789  19898686
   6.33242   6.33255    0.0143  13093648   3752649  19926286
   6.33228   6.33242    0.0143  13056348   3744209  19887186
   6.33214   6.33229    0.0143  13088148   3751909  19927986
   6.33200   6.33216    0.0143  13049448   3741379  19874686
   6.33186   6.33203    0.0143  13096948   3754419  19946186
   6.33172   6.33190    0.0143  13074148   3749319  19916486
   6.33158   6.33177    0.0143  13086448   3752279  19939986
   6.33144   6.33164    0.0143  13080848   3752539  19925186
   6.33131   6.33150    0.0143  13077848   3753469  19941486
   6.33117   6.33137    0.0143  13079848   3752209  19930786
   6.33103   6.33123    0.0143  13075448   3751139  19930386
   6.33089   6.33110    0.0143  13086448   3755299  19942086
   6.33075   6.33096    0.0143  13086848   3755819  19949686
   6.33061   6.33082    0.0143  13066348   3750509  19930586
   6.33047   6.33068    0.0143  13086348   3756999  19968786
   6.33033   6.33053    0.0143  13076248   3751709  19942186
   6.33019   6.33039    0.0143  13077648   3754799  19955086
   6.33006   6.33025    0.0143  13058248   3748559  19926786
   6.32992   6.33010    0.0143  13096648   3759979  19983886
   6.32978   6.32996    0.0143  13052748   3748619  19922086
   6.32964   6.32982    0.0143  13078348   3756499  19969386
   6.32950   6.32967    0.0143  13050348   3748369  19930086
   6.32936   6.32953    0.0143  13076948   3756429  19960386
   6.32922   6.32939    0.0143  13046248   3747689  19926086
   6.32908   6.32925    0.0143  13074648   3755299  19964786
   6.32894   6.32911    0.0143  13066548   3753599  19954186
   6.32881   6.32897    0.0143  13068148   3753909  19957286
   6.32867   6.32884    0.0143  13062248   3752969  19955786
   6.32853   6.32870    0.0143  13057648   3752539  19956486
   6.32839   6.32857    0.0143  13051948   3751139  19952186
   6.32825   6.32843    0.0143  13052048   3751899  19943686
   6.32811   6.32830    0.0143  13050748   3750949  19939786
   6.32797   6.32817    0.0143  13070848   3756939  19978286
   6.32783   6.32803    0.0143  13033648   3746539  19926086
   6.32769   6.32790    0.0143  13062948   3754939  19968686
   6.32756   6.32777    0.0143  13020948   3745089  19914386
   6.32742   6.32763    0.0143  13052348   3753789  19959586
   6.32728   6.32750    0.0143  13022948   3745539  19913486
   6.32714   6.32736    0.0143  13061148   3756749  19982286
   6.32700   6.32723    0.0143  13031048   3747949  19934486
   6.32686   6.32709    0.0143  13036748   3750509  19942986
   6.32672   6.32696    0.0143  13024848   3745979  19931186
   6.32658   6.32682    0.0143  13034048   3748499  19934886
   6.32644   6.32668    0.0143  13013248   3744529  19918086
   6.32631   6.32654    0.0143  13029248   3748129  19941186
   6.32617   6.32640    0.0143  13026348   3749319  19945386
   6.32603   6.32626    0.0143  13025048   3747799  19938686
   6.32589   6.32612    0.0143  12999148   3741129  19911186
   6.32575   6.32599    0.0143  13017548   3748809  19947286
   6.32561   6.32584    0.0143  12994148   3741709  19909386
   6.32547   6.32570    0.0143  13016748   3746419  19942286
   6.32533   6.32556    0.0143  12991248   3741569  19907086
   6.32519   6.32542    0.0143  13013648   3747429  19946586
   6.32506   6.32527    0.0143  12965548   3733879  19871286
   6.32492   6.32513    0.0143  12996248   3741819  19920086
   6.32478   6.32498    0.0143  12967948   3733199  19873386
   6.32464   6.32483    0.0143  12978748   3738349  19892886
   6.32450   6.32469    0.0143  12947348   3731049  19856086
   6.32436   6.32454    0.0143  12971648   3736149  19893786
   6.32422   6.32440    0.0143  12956348   3733189  19870986
   6.32408   6.32425    0.0143  12941248   3730179  19854786
   6.32394   6.32411    0.0143  12941348   3729029  19849486
   6.32381   6.32396    0.0143  12943948   3731359  19865386
   6.32367   6.32382    0.0143  12931448   3727899  19848686
   6.32353   6.32368    0.0143  12948948   3730599  19862686
   6.32339   6.32354    0.0143  12929048   3728039  19851486
   6.32325   6.32340    0.0143  12947548   3731929  19872486
   6.32311   6.32327    0.0143  12917248   3724749  19830186
   6.32297   6.32313    0.0143  12974248   3740179  19916086
   6.32283   6.32299    0.0143  12952648   3734759  19891086
   6.32269   6.32286    0.0143  12982448   3743089  19931386
   6.32256   6.32272    0.0143  12956048   3736719  19901986
   6.32242   6.32259    0.0143  12991548   3748239  19961686
   6.32228   6.32246    0.0143  12972448   3740369  19933286
   6.32214   6.32233    0.0143  12986948   3746039  19950986
   6.32200   6.32220    0.0143  12982448   3745239  19949486
   6.32186   6.32207    0.0143  12990848   3747109  19965786
   6.32172   6.32193    0.0143  12981948   3747109  19954786
   6.32158   6.32180    0.0143  12999148   3750699  19990486
   6.32144   6.32167    0.0143  12982448   3749319  19972586
   6.32131   6.32154    0.0143  12986748   3747679  19962886
   6.32117   6.32141    0.0143  12986548   3749329  19971786
   6.32103   6.32127    0.0143  13014548   3754859  20004486
   6.32089   6.32113    0.0143  12987248   3749949  19984086
   6.32075   6.32100    0.0143  13001648   3755359  20009886
   6.32061   6.32085    0.0143  12983648   3747799  19980986
   6.32047   6.32071    0.0143  13010948   3756069  20015986
   6.32033   6.32057    0.0143  12963148   3743709  19949786
   6.32019   6.32042    0.0143  13007848   3756879  20021486
   6.32006   6.32028    0.0143  12981048   3750319  19985186
   6.31992   6.32014    0.0143  13003548   3756059  20015286
   6.31978   6.31999    0.0143  12976148   3748199  19974686
   6.31964   6.31985    0.0143  13000648   3755799  20023786
   6.31950   6.31970    0.0143  12985948   3750759  20000886
   6.31936   6.31956    0.0143  12980948   3751329  19994686
   6.31922   6.31942    0.0143  12991548   3754729  20017086
   6.31908   6.31928    0.0143  12985748   3752909  20004086
   6.31894   6.31914    0.0143  12980548   3749199  19993786
   6.31881   6.31900    0.0143  12983448   3751959  20004686
   6.31867   6.31886    0.0143  12974248   3750389  19994386
   6.31853   6.31872    0.0143  12982648   3752589  20015686
   6.31839   6.31858    0.0143  12960148   3747989  19982186
   6.31825   6.31845    0.0143  13000548   3757769  20034986
   6.31811   6.31831    0.0143  12958948   3746919  19986286
   6.31797   6.31818    0.0143  12984448   3753979  20023186
   6.31783   6.31805    0.0143  12959348   3747049  19975686
   6.31769   6.31791    0.0143  12991448   3755989  20032886
   6.31756   6.31778    0.0143  12953348   3746869  19978386
   6.31742   6.31764    0.0143  12967848   3752019  20001286
   6.31728   6.31751    0.0143  12963548   3750949  19999386
   6.31714   6.31737    0.0143  12956748   3748369  19999486
   6.31700   6.31724    0.0143  12954648   3747609  19992986
   6.31686   6.31710    0.0143  12961848   3751029  20005286
   6.31672   6.31696    0.0143  12956048   3748689  20003386
   6.31658   6.31682    0.0143  12954848   3747929  19997986
   6.31644   6.31668    0.0143  12953448   3747739  19997786
   6.31631   6.31655    0.0143  12957848   3749879  20009586
   6.31617   6.31641    0.0143  12931848   3742949  19964286
   6.31603   6.31627    0.0143  12948548   3746559  19990886
   6.31589   6.31612    0.0143  12914348   3739489  19953186
   6.31575   6.31598    0.0143  12942948   3746859  19995786
   6.31561   6.31584    0.0143  12904548   3735389  19935186
   6.31547   6.31570    0.0143  12941448   3746419  19989286
   6.31533   6.31556    0.0143  12912648   3738619  19950986
   6.31519   6.31541    0.0143  12915048   3739869  19961686
   6.31506   6.31527    0.0143  12905648   3737719  19945686
   6.31492   6.31512    0.0143  12921248   3741879  19974586
   6.31478   6.31498    0.0143  12913548   3739739  19965886
   6.31464   6.31483    0.0143  12908648   3737679  19954286
   6.31450   6.31468    0.0143  12911748   3741189  19966786
   6.31436   6.31453    0.0143  12922448   3742569  19970586
   6.31422   6.31438    0.0143  12925148   3742889  19977386
   6.31408   6.31424    0.0143  12945348   3749379  20019186
   6.31394   6.31409    0.0143  12936848   3749579  20019686
   6.31381   6.31395    0.0143  12958748   3755359  20045386
   6.31367   6.31381    0.0143  12945648   3750639  20024586
   6.31353   6.31366    0.0143  12974648   3760469  20077886
   6.31339   6.31352    0.0143  12943348   3753849  20039986
   6.31325   6.31338    0.0143  12973648   3760149  20079386
   6.31311   6.31324    0.0143  12960948   3756069  20057286
   6.31297   6.31311    0.0143  12974448   3762099  20101086
   6.31283   6.31297    0.0143  12954348   3757059  20073586
   6.31269   6.31284    0.0143  12977148   3763679  20098986
   6.31256   6.31270    0.0143  12976648   3762479  20091886
   6.31242   6.31257    0.0143  12973348   3762249  20103086
   6.31228   6.31244    0.0143  12972448   3762099  20095586
   6.31214   6.31230    0.0143  12976248   3762229  20095086
   6.31200   6.31217    0.0143  12977148   3763619  20102586
   6.31186   6.31204    0.0143  12969648   3762479  20107086
   6.31172   6.31191    0.0143  12980548   3763949  20104586
   6.31158   6.31178    0.0143  12990148   3767709  20123886
   6.31144   6.31164    0.0143  12962848   3760969  20089986
   6.31131   6.31151    0.0143  12977648   3764809  20124786
   6.31117   6.31138    0.0143  12965348   3760469  20097286
   6.31103   6.31124    0.0143  12981748   3767979  20133186
   6.31089   6.31110    0.0143  12955048   3759649  20096086
   6.31075   6.31096    0.0143  12986148   3767019  20137486
   6.31061   6.31082    0.0143  12958148   3761849  20094186
   6.31047   6.31068    0.0143  12963948   3764559  20117186
   6.31033   6.31054    0.0143  12960348   3762039  20105586
   6.31019   6.31039    0.0143  12973148   3764759  20122386
   6.31006   6.31025    0.0143  12955848   3760659  20113786
   6.30992   6.31010    0.0143  12956248   3760719  20107086
   6.30978   6.30996    0.0143  12961948   3762729  20112786
   6.30964   6.30982    0.0143  12950848   3760969  20094586
   6.30950   6.30967    0.0143  12952148   3759409  20096186
   6.30936   6.30953    0.0143  12964748   3764369  20124686
   6.30922   6.30939    0.0143  12960048   3763239  20118186
   6.30908   6.30925    0.0143  12959348   3764999  20126786
   6.30894   6.30911    0.0143  12939648   3759079  20097086
   6.30881   6.30897    0.0143  12953848   3765079  20127886
   6.30867   6.30883    0.0143  12941248   3758699  20094986
   6.30853   6.30870    0.0143  12969848   3767589  20149186
   6.30839   6.30856    0.0143  12941748   3759579  20094686
   6.30825   6.30842    0.0143  12959948   3765439  20133686
   6.30811   6.30829    0.0143  12924348   3754179  20085486
   6.30797   6.30815    0.0143  12959848   3764369  20133986
   6.30783   6.30802    0.0143  12945948   3760909  20113586
   6.30769   6.30789    0.0143  12943748   3760279  20111486
   6.30756   6.30776    0.0143  12933148   3758579  20102786
   6.30742   6.30762    0.0143  12923148   3755739  20089686
   6.30728   6.30749    0.0143  12909648   3752609  20077786
   6.30714   6.30735    0.0143  12917348   3755429  20092886
   6.30700   6.30722    0.0143  12929148   3757949  20098486
   6.30686   6.30708    0.0143  12919248   3754669  20089086
   6.30672   6.30695    0.0143  12880648   3745029  20026686
   6.30658   6.30681    0.0143  12900348   3749829  20063986
   6.30644   6.30667    0.0143  12874648   3744459  20026286
   6.30631   6.30653    0.0143  12908348   3753729  20077686
   6.30617   6.30639    0.0143  12883448   3745979  20044886
   6.30603   6.30625    0.0143  12905648   3754039  20086586
   6.30589   6.30611    0.0143  12864848   3743089  20021686
   6.30575   6.30597    0.0143  12884848   3746799  20057886
   6.30561   6.30583    0.0143  12888448   3747489  20056886
   6.30547   6.30569    0.0143  12909048   3755429  20093886
   6.30533   6.30555    0.0143  12917948   3755739  20100286
   6.30519   6.30540    0.0143  12914648   3756889  20110986
   6.30506   6.30526    0.0143  12912248   3757819  20123386
   6.30492   6.30511    0.0143  12910948   3755109  20098786
   6.30478   6.30497    0.0143  12915848   3758009  20119886
   6.30464   6.30482    0.0143  12936948   3763299  20154486
