   9809     AichiSR  BL5S1
 200911-Y2O3-1   20.09.11 09:12 - 20.09.11 09:13
                                                                                 
 Ring :   1.2 GeV   301.8 mA -  301.4 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle=  6.67855 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 3783
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1       16740.16  18140.16        0.37       0.01      3785
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  5552.300  9521.500  8214.200
   6.57964   6.57969    0.0143  18242548   4521349  22289786
   6.57950   6.57955    0.0143  18217548   4517479  22267686
   6.57936   6.57941    0.0143  18200048   4513879  22264986
   6.57922   6.57927    0.0143  18174148   4509029  22241186
   6.57908   6.57913    0.0143  18163748   4509849  22237586
   6.57894   6.57899    0.0143  18128248   4501759  22207986
   6.57881   6.57885    0.0143  18137148   4507769  22230786
   6.57867   6.57872    0.0143  18075348   4496309  22168386
   6.57853   6.57858    0.0143  18060448   4492969  22152986
   6.57839   6.57845    0.0143  18012648   4481749  22108986
   6.57825   6.57831    0.0143  18018748   4485629  22117986
   6.57811   6.57818    0.0143  17979148   4477409  22086386
   6.57797   6.57805    0.0143  17967248   4474819  22076186
   6.57783   6.57791    0.0143  17954348   4473879  22062686
   6.57769   6.57778    0.0143  17915548   4464999  22039386
   6.57756   6.57765    0.0143  17907048   4463929  22020686
   6.57742   6.57751    0.0143  17881348   4456969  21996686
   6.57728   6.57738    0.0143  17871548   4458699  21990686
   6.57714   6.57725    0.0143  17859848   4455289  21983486
   6.57700   6.57711    0.0143  17840748   4453339  21974286
   6.57686   6.57697    0.0143  17847948   4455669  21992086
   6.57672   6.57684    0.0143  17811648   4447139  21933786
   6.57658   6.57670    0.0143  17838948   4451829  21967186
   6.57644   6.57656    0.0143  17815548   4446979  21949086
   6.57631   6.57642    0.0143  17835148   4453089  21978786
   6.57617   6.57628    0.0143  17791948   4441809  21926686
   6.57603   6.57614    0.0143  17802548   4445059  21941286
   6.57589   6.57600    0.0143  17791048   4443449  21925986
   6.57575   6.57586    0.0143  17781848   4439799  21915086
   6.57561   6.57572    0.0143  17785148   4442249  21921086
   6.57547   6.57558    0.0143  17781848   4440429  21919986
   6.57533   6.57543    0.0143  17770448   4436999  21898586
   6.57519   6.57528    0.0143  17766848   4434189  21896386
   6.57506   6.57514    0.0143  17779148   4438659  21916786
   6.57492   6.57499    0.0143  17782248   4438849  21916686
   6.57478   6.57484    0.0143  17783548   4436269  21903886
   6.57464   6.57470    0.0143  17782648   4439169  21912786
   6.57450   6.57455    0.0143  17768248   4433529  21889686
   6.57436   6.57440    0.0143  17795148   4440049  21927286
   6.57422   6.57426    0.0143  17775748   4433749  21898286
   6.57408   6.57411    0.0143  17813548   4443259  21942186
   6.57394   6.57397    0.0143  17779648   4435259  21902286
   6.57381   6.57383    0.0143  17808048   4439769  21925286
   6.57367   6.57369    0.0143  17795548   4436459  21915886
   6.57353   6.57355    0.0143  17814148   4439989  21925286
   6.57339   6.57341    0.0143  17807548   4437969  21919186
   6.57325   6.57327    0.0143  17816148   4438909  21930386
   6.57311   6.57314    0.0143  17829548   4442479  21947286
   6.57297   6.57300    0.0143  17813148   4436649  21920186
   6.57283   6.57287    0.0143  17831948   4442249  21943486
   6.57269   6.57273    0.0143  17836548   4441559  21945086
   6.57256   6.57260    0.0143  17840048   4442319  21944386
   6.57242   6.57247    0.0143  17846548   4441619  21933886
   6.57228   6.57234    0.0143  17827348   4437249  21924986
   6.57214   6.57221    0.0143  17858248   4444019  21963786
   6.57200   6.57208    0.0143  17839148   4437589  21932586
   6.57186   6.57194    0.0143  17892748   4449499  21988586
   6.57172   6.57181    0.0143  17870148   4444649  21968386
   6.57158   6.57168    0.0143  17874148   4444619  21968086
   6.57144   6.57155    0.0143  17860348   4439039  21935386
   6.57131   6.57141    0.0143  17874248   4441999  21950486
   6.57117   6.57128    0.0143  17891148   4443829  21966486
   6.57103   6.57115    0.0143  17885248   4443319  21959086
   6.57089   6.57101    0.0143  17901248   4445999  21981086
   6.57075   6.57087    0.0143  17890348   4443259  21965986
   6.57061   6.57073    0.0143  17888248   4440619  21955086
   6.57047   6.57058    0.0143  17885648   4439289  21951686
   6.57033   6.57044    0.0143  17890448   4441369  21963286
   6.57019   6.57030    0.0143  17901748   4440779  21958486
   6.57006   6.57015    0.0143  17892748   4438729  21941886
   6.56992   6.57001    0.0143  17912948   4440989  21968986
   6.56978   6.56986    0.0143  17878948   4435389  21940486
   6.56964   6.56972    0.0143  17907648   4440799  21963686
   6.56950   6.56957    0.0143  17888148   4434319  21937586
   6.56936   6.56943    0.0143  17900248   4439389  21957786
   6.56922   6.56929    0.0143  17876148   4431669  21913586
   6.56908   6.56915    0.0143  17901348   4436519  21942686
   6.56894   6.56901    0.0143  17914348   4437279  21957786
   6.56881   6.56887    0.0143  17909448   4439539  21958186
   6.56867   6.56873    0.0143  17914248   4439259  21959886
   6.56853   6.56860    0.0143  17910248   4437589  21957786
   6.56839   6.56846    0.0143  17930648   4443259  21983086
   6.56825   6.56833    0.0143  17930248   4441249  21976686
   6.56811   6.56819    0.0143  17967448   4452589  22035086
   6.56797   6.56806    0.0143  18002948   4458729  22064286
   6.56783   6.56792    0.0143  17985848   4454479  22046486
   6.56769   6.56779    0.0143  18003348   4458949  22069986
   6.56756   6.56765    0.0143  17989448   4455479  22048786
   6.56742   6.56752    0.0143  18041848   4466569  22101286
   6.56728   6.56738    0.0143  18021148   4461379  22082486
   6.56714   6.56725    0.0143  18067348   4474259  22140486
   6.56700   6.56711    0.0143  18057148   4470229  22124986
   6.56686   6.56697    0.0143  18048548   4469599  22121686
   6.56672   6.56684    0.0143  18055348   4470539  22127086
   6.56658   6.56670    0.0143  18068948   4472619  22152786
   6.56644   6.56656    0.0143  18093048   4477439  22170086
   6.56631   6.56642    0.0143  18092448   4477339  22165386
   6.56617   6.56628    0.0143  18099748   4481569  22173186
   6.56603   6.56614    0.0143  18091048   4478539  22170886
   6.56589   6.56599    0.0143  18090948   4477089  22182286
   6.56575   6.56585    0.0143  18116048   4484239  22206586
   6.56561   6.56571    0.0143  18121348   4486229  22218386
   6.56547   6.56557    0.0143  18135648   4488999  22227286
   6.56533   6.56542    0.0143  18109248   4482889  22200286
   6.56519   6.56527    0.0143  18137548   4489879  22249686
   6.56506   6.56513    0.0143  18106348   4483489  22199786
   6.56492   6.56498    0.0143  18145548   4493539  22253686
   6.56478   6.56483    0.0143  18140248   4493599  22250186
   6.56464   6.56469    0.0143  18155148   4496999  22275386
   6.56450   6.56454    0.0143  18134148   4490759  22249986
   6.56436   6.56439    0.0143  18130348   4493879  22250486
   6.56422   6.56424    0.0143  18152848   4498199  22288186
   6.56408   6.56410    0.0143  18135848   4495549  22281486
   6.56394   6.56396    0.0143  18154848   4502799  22303486
   6.56381   6.56381    0.0143  18151748   4503799  22315186
   6.56367   6.56367    0.0143  18153948   4503799  22316986
   6.56353   6.56353    0.0143  18146148   4500749  22312686
   6.56339   6.56339    0.0143  18144848   4503869  22322786
   6.56325   6.56325    0.0143  18176648   4512439  22354586
   6.56311   6.56312    0.0143  18147848   4504749  22326786
   6.56297   6.56298    0.0143  18167648   4514199  22373386
   6.56283   6.56284    0.0143  18138348   4507869  22341386
   6.56269   6.56271    0.0143  18162448   4515019  22386486
   6.56256   6.56258    0.0143  18139448   4510669  22354186
   6.56242   6.56244    0.0143  18178748   4521129  22402586
   6.56228   6.56231    0.0143  18168248   4518229  22406186
   6.56214   6.56218    0.0143  18159148   4516999  22399286
   6.56200   6.56205    0.0143  18160748   4518739  22401186
   6.56186   6.56192    0.0143  18142648   4518109  22389186
   6.56172   6.56178    0.0143  18154148   4521509  22418286
   6.56158   6.56165    0.0143  18151648   4522699  22422786
   6.56144   6.56152    0.0143  18160948   4527619  22458586
   6.56131   6.56139    0.0143  18148348   4522169  22419986
   6.56117   6.56125    0.0143  18121848   4519489  22413786
   6.56103   6.56112    0.0143  18132348   4524589  22435886
   6.56089   6.56098    0.0143  18130748   4523209  22434586
   6.56075   6.56083    0.0143  18141148   4528439  22453586
   6.56061   6.56069    0.0143  18112648   4524059  22433786
   6.56047   6.56055    0.0143  18130448   4530959  22467986
   6.56033   6.56041    0.0143  18085448   4519999  22425886
   6.56019   6.56026    0.0143  18110648   4526799  22451886
   6.56006   6.56012    0.0143  18106948   4527809  22455786
   6.55992   6.55997    0.0143  18118848   4531739  22481686
   6.55978   6.55983    0.0143  18108148   4532149  22479386
   6.55964   6.55969    0.0143  18108048   4532909  22486986
   6.55950   6.55954    0.0143  18119548   4539399  22520686
   6.55936   6.55940    0.0143  18120548   4537949  22512186
   6.55922   6.55926    0.0143  18131948   4545409  22551086
   6.55908   6.55912    0.0143  18147648   4550799  22573486
   6.55894   6.55898    0.0143  18144148   4550489  22581886
   6.55881   6.55884    0.0143  18154048   4554519  22602586
   6.55867   6.55871    0.0143  18141148   4552939  22587886
   6.55853   6.55857    0.0143  18157348   4559839  22627886
   6.55839   6.55843    0.0143  18123648   4552569  22592786
   6.55825   6.55830    0.0143  18162948   4563969  22656986
   6.55811   6.55816    0.0143  18142448   4559869  22640286
   6.55797   6.55803    0.0143  18149548   4563589  22654786
   6.55783   6.55790    0.0143  18140748   4562079  22650986
   6.55769   6.55776    0.0143  18143848   4565319  22663686
   6.55756   6.55763    0.0143  18139048   4565359  22666286
   6.55742   6.55750    0.0143  18126648   4563779  22660386
   6.55728   6.55736    0.0143  18135648   4567689  22678386
   6.55714   6.55723    0.0143  18126848   4566739  22675486
   6.55700   6.55709    0.0143  18110348   4566139  22678786
   6.55686   6.55695    0.0143  18112848   4565359  22681686
   6.55672   6.55681    0.0143  18112348   4568379  22686586
   6.55658   6.55667    0.0143  18115448   4569829  22693086
   6.55644   6.55653    0.0143  18093948   4566869  22682486
   6.55631   6.55639    0.0143  18111348   4572689  22716086
   6.55617   6.55625    0.0143  18071448   4564469  22671086
   6.55603   6.55612    0.0143  18090448   4569009  22691386
   6.55589   6.55598    0.0143  18067648   4567559  22688486
   6.55575   6.55583    0.0143  18090248   4574809  22725786
   6.55561   6.55569    0.0143  18055848   4568219  22689786
   6.55547   6.55555    0.0143  18057848   4570269  22702686
   6.55533   6.55540    0.0143  18045948   4567939  22702486
   6.55519   6.55525    0.0143  18026948   4564849  22688286
   6.55506   6.55511    0.0143  18042948   4571339  22712486
   6.55492   6.55496    0.0143  18036048   4570399  22714486
   6.55478   6.55481    0.0143  18046448   4574769  22728986
   6.55464   6.55467    0.0143  18019048   4570019  22708786
   6.55450   6.55452    0.0143  18008048   4570769  22716786
   6.55436   6.55437    0.0143  18009148   4571719  22721686
   6.55422   6.55423    0.0143  17981748   4567689  22694286
   6.55408   6.55408    0.0143  18012948   4576779  22742086
   6.55394   6.55394    0.0143  17988448   4571209  22731686
   6.55381   6.55380    0.0143  18002148   4575689  22753986
   6.55367   6.55366    0.0143  17952448   4566799  22703286
   6.55353   6.55352    0.0143  17979048   4572979  22731086
   6.55339   6.55338    0.0143  17954948   4569669  22715486
   6.55325   6.55324    0.0143  17953548   4570649  22717886
   6.55311   6.55310    0.0143  17947248   4570579  22719286
   6.55297   6.55297    0.0143  17938148   4568439  22719986
   6.55283   6.55283    0.0143  17921848   4565479  22703386
   6.55269   6.55270    0.0143  17908848   4563589  22692586
   6.55256   6.55257    0.0143  17910348   4564119  22698986
   6.55242   6.55244    0.0143  17896248   4560059  22683386
   6.55228   6.55230    0.0143  17876348   4555459  22659186
   6.55214   6.55217    0.0143  17864448   4554709  22647786
   6.55200   6.55204    0.0143  17846348   4550359  22630286
   6.55186   6.55191    0.0143  17841148   4549509  22633986
   6.55172   6.55178    0.0143  17835448   4547089  22615786
   6.55158   6.55165    0.0143  17856748   4552819  22648086
   6.55144   6.55152    0.0143  17802648   4539019  22572586
   6.55131   6.55138    0.0143  17804848   4538449  22573186
   6.55117   6.55125    0.0143  17782248   4531359  22539086
   6.55103   6.55111    0.0143  17811348   4539459  22584586
   6.55089   6.55098    0.0143  17799448   4536819  22573186
   6.55075   6.55084    0.0143  17811448   4538959  22589686
   6.55061   6.55069    0.0143  17809948   4539019  22574586
   6.55047   6.55055    0.0143  17780548   4530419  22541386
   6.55033   6.55041    0.0143  17805748   4535369  22567786
   6.55019   6.55027    0.0143  17812148   4535679  22573986
   6.55006   6.55012    0.0143  17815548   4538269  22583586
   6.54992   6.54998    0.0143  17805748   4535119  22574486
   6.54978   6.54983    0.0143  17793348   4529819  22538786
   6.54964   6.54969    0.0143  17801648   4529789  22549286
   6.54950   6.54955    0.0143  17778848   4524149  22518386
   6.54936   6.54941    0.0143  17820148   4533349  22561186
   6.54922   6.54927    0.0143  17790048   4525669  22523486
   6.54908   6.54913    0.0143  17788348   4523899  22525686
   6.54894   6.54899    0.0143  17748048   4513279  22466186
   6.54881   6.54885    0.0143  17760148   4516219  22478886
   6.54867   6.54872    0.0143  17758748   4514329  22480386
   6.54853   6.54858    0.0143  17761148   4513069  22476086
   6.54839   6.54845    0.0143  17774248   4515839  22492686
   6.54825   6.54832    0.0143  17732548   4506539  22437186
   6.54811   6.54818    0.0143  17717548   4501979  22410786
   6.54797   6.54805    0.0143  17705448   4497629  22395786
   6.54783   6.54792    0.0143  17730248   4501029  22407886
   6.54769   6.54778    0.0143  17718748   4499079  22404486
   6.54756   6.54765    0.0143  17690448   4490669  22363886
   6.54742   6.54752    0.0143  17696848   4492209  22359286
   6.54728   6.54738    0.0143  17666948   4482319  22323486
   6.54714   6.54725    0.0143  17673048   4483709  22325986
   6.54700   6.54711    0.0143  17654448   4476899  22293786
   6.54686   6.54698    0.0143  17692148   4484679  22334486
   6.54672   6.54684    0.0143  17635448   4470229  22268986
   6.54658   6.54670    0.0143  17650148   4471929  22278986
   6.54644   6.54656    0.0143  17626248   4465689  22242586
   6.54631   6.54642    0.0143  17627648   4464559  22242186
   6.54617   6.54629    0.0143  17633048   4464369  22239086
   6.54603   6.54615    0.0143  17624248   4461059  22222686
   6.54589   6.54601    0.0143  17623248   4461529  22226186
   6.54575   6.54586    0.0143  17588948   4450629  22178486
   6.54561   6.54572    0.0143  17591448   4450629  22169886
   6.54547   6.54558    0.0143  17598948   4451139  22177886
   6.54533   6.54544    0.0143  17589148   4447579  22160986
   6.54519   6.54529    0.0143  17590348   4448179  22175286
   6.54506   6.54514    0.0143  17560648   4439229  22123986
